Combination, leakage_current_cir, leakage_current_mos, error
110100000,1.11508e-05, 6.1096578000000055e-06, 4.520879398787526
110100001,1.14761e-05, 5.813318500000005e-06, 4.934412823171631
110100010,1.10264e-05, 5.754777400000005e-06, 4.780909997823402
110100011,1.23319e-05, 5.457756400000003e-06, 5.57427776741621
110100100,1.12927e-05, 5.724598400000004e-06, 4.930708865018991
110100101,1.09614e-05, 5.635878300000004e-06, 4.858432043352122
110100110,1.11684e-05, 5.369718000000003e-06, 5.1920436230794
110100111,1.18172e-05, 5.280316200000001e-06, 5.531668923264394
110101000,1.40672e-05, 5.665230500000005e-06, 5.972737645018195
110101001,1.43926e-05, 5.368891200000004e-06, 6.269686366605058
110101010,1.58897e-05, 5.314962700000002e-06, 6.6550893346004
110101011,1.72126e-05, 5.029856100000001e-06, 7.077805735333417
110101100,1.52066e-05, 5.295954000000002e-06, 6.517331947969959
110101101,1.48753e-05, 5.207233900000003e-06, 6.499409154773347
110101110,1.75011e-05, 4.831944500000001e-06, 7.239062401791886
110101111,1.82037e-05, 4.790925700000001e-06, 7.368158286502194
110110000,1.23401e-05, 5.568918400000004e-06, 5.48713673308968
110110001,1.26829e-05, 5.284493500000002e-06, 5.833371310977772
110110010,1.32737e-05, 5.292843200000002e-06, 6.012533656779947
110110011,1.45966e-05, 5.007736600000001e-06, 6.569244481591603
110110100,1.24995e-05, 5.195773400000001e-06, 5.843215008600343
110110101,1.21682e-05, 5.107053300000002e-06, 5.802950888381188
110110110,1.34331e-05, 4.919698200000001e-06, 6.337630033276012
110110111,1.40819e-05, 4.830296400000001e-06, 6.56985463609314
110111000,1.57284e-05, 5.015299600000001e-06, 6.811309732712799
110111001,1.60712e-05, 4.730874700000001e-06, 7.056302765194882
110111010,1.86937e-05, 4.818235800000002e-06, 7.422534971674947
110111011,2.00341e-05, 4.545043600000001e-06, 7.731346254635845
110111100,1.69218e-05, 4.6898559e-06, 7.228512392298692
110111101,1.65904e-05, 4.601135800000001e-06, 7.226627567750024
110111110,2.03591e-05, 4.379050400000001e-06, 7.849094311634602
110111111,2.10617e-05, 4.338031600000001e-06, 7.940322196213979
111000000,9.37302e-06, 6.161671500000006e-06, 3.4261620054155366
111000001,9.71582e-06, 5.877246600000006e-06, 3.95084861596859
111000010,9.24864e-06, 5.8067911000000054e-06, 3.7214648856480457
111000011,1.05716e-05, 5.521684500000003e-06, 4.776869631843806
111000100,9.53242e-06, 5.788526500000005e-06, 3.9275372885374282
111000101,9.2011e-06, 5.6998064000000055e-06, 3.805298931649471
111000110,9.40805e-06, 5.433646100000004e-06, 4.224471489841143
111000111,1.00569e-05, 5.344244300000002e-06, 4.685992403225644
111001000,1.02445e-05, 5.619436000000004e-06, 4.514680072233878
111001001,1.05873e-05, 5.335011100000004e-06, 4.960933287995991
111001010,1.21651e-05, 5.362363800000005e-06, 5.592010094450515
111001011,1.3488e-05, 5.077257200000002e-06, 6.23572271648873
111001100,1.14014e-05, 5.262073900000002e-06, 5.384712491448417
111001101,1.107e-05, 5.173353800000003e-06, 5.326690334236673
111001110,1.37764e-05, 4.879345600000002e-06, 6.458185302401207
111001111,1.44791e-05, 4.838326800000001e-06, 6.658406392662526
111010000,9.00078e-06, 5.895511200000005e-06, 3.4499996666955477
111010001,9.34359e-06, 5.6110863000000045e-06, 3.994721193887998
111010010,9.93434e-06, 5.619436000000004e-06, 4.34342291485896
111010011,1.12573e-05, 5.3343294000000015e-06, 5.261448659980633
111010100,9.16019e-06, 5.522366200000005e-06, 3.971340987468595
111010101,8.82887e-06, 5.433646100000004e-06, 3.845592810858011
111010110,1.00938e-05, 5.246291000000003e-06, 4.802461907309434
111010111,1.07426e-05, 5.156889200000001e-06, 5.199589298680021
111011000,9.87228e-06, 5.353275700000005e-06, 4.577467717690337
111011001,1.02151e-05, 5.068850800000003e-06, 5.037884308523654
111011010,1.28508e-05, 5.175008700000004e-06, 5.973006583247733
111011011,1.41737e-05, 4.8899021000000025e-06, 6.550017214982677
111011100,1.10291e-05, 4.995913600000003e-06, 5.4702436282198885
111011101,1.06978e-05, 4.907193500000002e-06, 5.412894707323
111011110,1.44622e-05, 4.691990500000001e-06, 6.755686894110163
111011111,1.51648e-05, 4.6509717e-06, 6.9330477817050005
111100000,1.27778e-05, 5.578938300000004e-06, 5.633881967161793
111100001,1.31206e-05, 5.294513400000004e-06, 5.964732253098179
111100010,1.26535e-05, 5.224057900000003e-06, 5.871452246414033
111100011,1.39764e-05, 4.9389513000000004e-06, 6.466220700609599
111100100,1.29372e-05, 5.205793300000003e-06, 5.976105107751289
111100101,1.26059e-05, 5.1170732000000016e-06, 5.9407315622049985
111100110,1.28129e-05, 4.850912900000002e-06, 6.214039834853935
111100111,1.34617e-05, 4.7615111e-06, 6.462919913532467
111101000,1.6736e-05, 5.196190900000002e-06, 6.89520142208413
111101001,1.70788e-05, 4.911766000000001e-06, 7.1240567252968585
111101010,1.85584e-05, 4.8459231000000025e-06, 7.388824952582118
111101011,1.98988e-05, 4.572730900000001e-06, 7.702006703921844
111101100,1.78931e-05, 4.834278600000002e-06, 7.298244239399544
111101101,1.75618e-05, 4.745558500000001e-06, 7.297794929904678
111101110,2.01876e-05, 4.3702691e-06, 7.835171540945928
111101111,2.08902e-05, 4.3292503e-06, 7.927616633636825
111110000,1.33753e-05, 5.300873600000003e-06, 6.036818912472989
111110001,1.37181e-05, 5.0164487000000025e-06, 6.343189873233172
111110010,1.43089e-05, 5.024798400000001e-06, 6.488340543298227
111110011,1.56318e-05, 4.739691800000001e-06, 6.967916810604025
111110100,1.35347e-05, 4.9277286000000015e-06, 6.359188899643138
111110101,1.32034e-05, 4.839008500000002e-06, 6.335028477513366
111110110,1.44683e-05, 4.651653400000001e-06, 6.784934373768859
111110111,1.51171e-05, 4.562251600000001e-06, 6.982058992796237
111111000,1.78056e-05, 4.8043845e-06, 7.301756469874646
111111001,1.81484e-05, 4.519959600000002e-06, 7.509444579136452
111111010,2.07709e-05, 4.6073207e-06, 7.781838678150681
111111011,2.21113e-05, 4.3341285e-06, 8.039858126840121
111111100,1.8999e-05, 4.478940799999999e-06, 7.642538659929469
111111101,1.86676e-05, 4.3902207e-06, 7.648213642889284
111111110,2.24363e-05, 4.1681353e-06, 8.142235885596111
111111111,2.31389e-05, 4.1271165e-06, 8.216373077371872

Max Error: 8.397625191614658
Min Error: 0.7854470892530928
Average Error: 5.0093619012631265
